article_id,title,newspaper_id,newspaper_title,page,date,category,words,illustrated,corrections,snippet,url,page_url
154461452,OF RURAL INTEREST,768,The Romsey Examiner (Vic. : 1914 - 1918),3,1914-05-01,Article,1302,N,0,The action of the Minister of Lands and the Minister of Agriculture in the direction of taking steps to check the inroads of the pest known as St.,https://nla.gov.au/nla.news-article154461452,http://trove.nla.gov.au/newspaper/page/17914547
15446557,Advertising,35,The Sydney Morning Herald (NSW : 1842 - 1954),29,1913-08-30,Advertising,19414,N,1,,https://nla.gov.au/nla.news-article15446557,http://trove.nla.gov.au/newspaper/page/1285055
15452574,Advertising,35,The Sydney Morning Herald (NSW : 1842 - 1954),23,1913-09-24,Advertising,13119,N,0,,https://nla.gov.au/nla.news-article15452574,http://trove.nla.gov.au/newspaper/page/1283069
154545140,THE PICTURE SHOWS GOSSIP OF THE FILMS,800,"Winner (Melbourne, Vic. : 1914 - 1917)",10,1917-01-17,Article,757,N,0,California Motion Picture Corporation is releasing two big productions in which Beatriz Michelena is starred. They are The Passion Flower and Faust.,https://nla.gov.au/nla.news-article154545140,http://trove.nla.gov.au/newspaper/page/17852778
154556500,THE PICTURE SHOWS GOSSIP OF THE FILMS,800,"Winner (Melbourne, Vic. : 1914 - 1917)",10,1916-06-14,Article,1758,N,0,"For the concluding scenes of The Highest Bidder, William Russell and his company spent a week in the snow on the highest peak of the Sierra",https://nla.gov.au/nla.news-article154556500,http://trove.nla.gov.au/newspaper/page/17853557
15457637,Advertising,35,The Sydney Morning Herald (NSW : 1842 - 1954),23,1913-10-15,Advertising,11765,N,0,,https://nla.gov.au/nla.news-article15457637,http://trove.nla.gov.au/newspaper/page/1283444
154611463,"SUCCESSFUL IMMIGRANTS. DANES AND BRITISH LADS. MELBOURNE, MONDAY.",185,The Ballarat Star (Vic. : 1865 - 1924),6,1914-05-05,Article,197,N,0,Gratifying evidence of this success achieved by immigrants who have come to Victoria to work on the laud continue to be received by the immigration,https://nla.gov.au/nla.news-article154611463,http://trove.nla.gov.au/newspaper/page/17869927
154612652,LOCAL AND GENERAL NEWS.,185,The Ballarat Star (Vic. : 1865 - 1924),8,1914-07-03,Article,2554,N,1,Swimming at Italian Gully. — The head teacher and school committee of Italian Guly deserve credit for them effort to provide instruction in,https://nla.gov.au/nla.news-article154612652,http://trove.nla.gov.au/newspaper/page/17870381
15462264,Advertising,35,The Sydney Morning Herald (NSW : 1842 - 1954),31,1913-11-01,Advertising,21290,N,0,,https://nla.gov.au/nla.news-article15462264,http://trove.nla.gov.au/newspaper/page/1283751
154623025,METEOROLOGICAL. TEMPERATURES.,185,The Ballarat Star (Vic. : 1865 - 1924),4,1914-07-11,Article,5230,N,0,"The local temperature readings yesterday as supplied by Mr John Britian of the Mount Pleasant, Observatory, were:—Maximum (sha[?]e), 43.2;",https://nla.gov.au/nla.news-article154623025,http://trove.nla.gov.au/newspaper/page/17870438
15464949,Advertising,35,The Sydney Morning Herald (NSW : 1842 - 1954),23,1913-11-12,Advertising,12553,N,0,,https://nla.gov.au/nla.news-article15464949,http://trove.nla.gov.au/newspaper/page/1283931
15474857,"THE DOMINIONS. COMMISSION'S REPORT. FURTHER DETAILS. AUSTRALASIAN MATTERS. LONDON, Jan. 28.",35,The Sydney Morning Herald (NSW : 1842 - 1954),9,1914-01-29,Article,690,N,0,The report of the Dominions Commission states that the members are deeply impressed by the desire of all classes throughout Australasia to deal with the British Empire,https://nla.gov.au/nla.news-article15474857,http://trove.nla.gov.au/newspaper/page/1282837
15477915,Advertising,35,The Sydney Morning Herald (NSW : 1842 - 1954),19,1914-02-18,Advertising,57769,N,6,,https://nla.gov.au/nla.news-article15477915,http://trove.nla.gov.au/newspaper/page/1280789
15479525,Advertising,35,The Sydney Morning Herald (NSW : 1842 - 1954),7,1914-02-10,Advertising,5325,N,0,,https://nla.gov.au/nla.news-article15479525,http://trove.nla.gov.au/newspaper/page/1280639
154822674,THE MAURITIUS.,809,"The Age (Melbourne, Vic. : 1854 - 1954)",5,1857-05-27,Article,615,N,0,"We have advices from Port Louis to the 17th of April, but the new contains little of interest for Victorian readers. The following paragraphs from the Government",https://nla.gov.au/nla.news-article154822674,http://trove.nla.gov.au/newspaper/page/18214631
154825648,Advertising,809,"The Age (Melbourne, Vic. : 1854 - 1954)",1,1857-04-04,Advertising,6343,N,0,,https://nla.gov.au/nla.news-article154825648,http://trove.nla.gov.au/newspaper/page/18214266
154830715,Advertising,809,"The Age (Melbourne, Vic. : 1854 - 1954)",7,1857-12-09,Advertising,7150,N,1,,https://nla.gov.au/nla.news-article154830715,http://trove.nla.gov.au/newspaper/page/18215988
154831434,Advertising,809,"The Age (Melbourne, Vic. : 1854 - 1954)",7,1857-12-03,Advertising,7177,N,0,,https://nla.gov.au/nla.news-article154831434,http://trove.nla.gov.au/newspaper/page/18215948
154833020,Advertising,809,"The Age (Melbourne, Vic. : 1854 - 1954)",7,1857-12-04,Advertising,7524,N,0,,https://nla.gov.au/nla.news-article154833020,http://trove.nla.gov.au/newspaper/page/18215956
154833473,Advertising,809,"The Age (Melbourne, Vic. : 1854 - 1954)",3,1857-07-13,Advertising,4660,N,1,,https://nla.gov.au/nla.news-article154833473,http://trove.nla.gov.au/newspaper/page/18214952
154834553,SHIPPING. ARRIVED (HOBSON'S BAY).,809,"The Age (Melbourne, Vic. : 1854 - 1954)",4,1857-08-26,Article,1704,N,2,"August 25— Greyhound, ship 1410 tons, J. Davles, from Liverpool 17th May. Passengers: cabin— Mr and Mrs Etheridge, Miss Sharp; and 291 in the intermediate and steerage. — S[?], Esq., surgeon. Mackay, Baines and Co., agents.",https://nla.gov.au/nla.news-article154834553,http://trove.nla.gov.au/newspaper/page/18215255
154836461,Advertising,809,"The Age (Melbourne, Vic. : 1854 - 1954)",1,1859-04-04,Advertising,6229,N,3,,https://nla.gov.au/nla.news-article154836461,http://trove.nla.gov.au/newspaper/page/18219186
154836499,Advertising,809,"The Age (Melbourne, Vic. : 1854 - 1954)",8,1859-02-07,Advertising,6857,N,0,,https://nla.gov.au/nla.news-article154836499,http://trove.nla.gov.au/newspaper/page/18218807
154837370,Advertising,809,"The Age (Melbourne, Vic. : 1854 - 1954)",1,1859-04-06,Advertising,6799,N,0,,https://nla.gov.au/nla.news-article154837370,http://trove.nla.gov.au/newspaper/page/18219202
154838281,Advertising,809,"The Age (Melbourne, Vic. : 1854 - 1954)",1,1859-05-21,Advertising,6428,N,0,,https://nla.gov.au/nla.news-article154838281,http://trove.nla.gov.au/newspaper/page/18219500
154838312,Advertising,809,"The Age (Melbourne, Vic. : 1854 - 1954)",1,1859-04-07,Advertising,6229,N,1,,https://nla.gov.au/nla.news-article154838312,http://trove.nla.gov.au/newspaper/page/18219210
154838956,Advertising,809,"The Age (Melbourne, Vic. : 1854 - 1954)",1,1859-04-08,Advertising,6364,N,2,,https://nla.gov.au/nla.news-article154838956,http://trove.nla.gov.au/newspaper/page/18219218
154839137,Advertising,809,"The Age (Melbourne, Vic. : 1854 - 1954)",1,1859-04-05,Advertising,5983,N,0,,https://nla.gov.au/nla.news-article154839137,http://trove.nla.gov.au/newspaper/page/18219194
154839170,Advertising,809,"The Age (Melbourne, Vic. : 1854 - 1954)",1,1859-05-28,Advertising,6467,N,824,,https://nla.gov.au/nla.news-article154839170,http://trove.nla.gov.au/newspaper/page/18219548
154839786,Advertising,809,"The Age (Melbourne, Vic. : 1854 - 1954)",1,1859-05-25,Advertising,6171,N,586,,https://nla.gov.au/nla.news-article154839786,http://trove.nla.gov.au/newspaper/page/18219524
154839845,Advertising,809,"The Age (Melbourne, Vic. : 1854 - 1954)",1,1859-04-12,Advertising,6192,N,1,,https://nla.gov.au/nla.news-article154839845,http://trove.nla.gov.au/newspaper/page/18219234
154840601,Advertising,809,"The Age (Melbourne, Vic. : 1854 - 1954)",7,1860-05-24,Advertising,8796,N,0,,https://nla.gov.au/nla.news-article154840601,http://trove.nla.gov.au/newspaper/page/18201029
154840806,Advertising,809,"The Age (Melbourne, Vic. : 1854 - 1954)",2,1860-08-23,Advertising,5899,N,0,,https://nla.gov.au/nla.news-article154840806,http://trove.nla.gov.au/newspaper/page/18201634
154841254,COMMERCIAL SUMMARY.,809,"The Age (Melbourne, Vic. : 1854 - 1954)",4,1860-04-24,Article,5046,N,0,"During the month that has elapsed since last mail, business has generally been in a very dull and depressed state, and the uneasy feeling which pervaded the whole mercantile",https://nla.gov.au/nla.news-article154841254,http://trove.nla.gov.au/newspaper/page/18200812
154843359,Advertising,809,"The Age (Melbourne, Vic. : 1854 - 1954)",7,1860-05-18,Advertising,8652,N,0,,https://nla.gov.au/nla.news-article154843359,http://trove.nla.gov.au/newspaper/page/18200985
154844008,"COMMERCIAL. AGE Office, Friday Evening.",809,"The Age (Melbourne, Vic. : 1854 - 1954)",4,1860-07-14,"Detailed lists, results, guides",5222,N,0,,https://nla.gov.au/nla.news-article154844008,http://trove.nla.gov.au/newspaper/page/18201354
154845449,SHIPPING. HOBSON'S BAY. ARRIVED. — JANUARY 22.,809,"The Age (Melbourne, Vic. : 1854 - 1954)",4,1862-01-23,Article,2667,N,1,"Freak, schooner, 70 tons, J. B. smith from Sydney, 13th inst. No passengers. Capt. Smith, agent Indus, barque, 368 tons, A. M'Kinnon, from Otago, 2nd inst. 26 passengers Douglas, De Little and Co, agents.",https://nla.gov.au/nla.news-article154845449,http://trove.nla.gov.au/newspaper/page/18205184
154845633,SHIPPING. HOBSON'S BAY. ARRIVED—MARCH 9.,809,"The Age (Melbourne, Vic. : 1854 - 1954)",4,1862-03-11,Article,3134,N,1,"Harry Bluff, American ship, 1197 tons, St. Croix Redman, from New York 15th December. Eighteen passengers in the [?] R. Towns and Co, agents. Harriette Nathan, barque, 114 tons, J. F. Lloyd, from",https://nla.gov.au/nla.news-article154845633,http://trove.nla.gov.au/newspaper/page/18205508
154845984,THE NEWS OF THE DAY.,809,"The Age (Melbourne, Vic. : 1854 - 1954)",4,1862-03-20,Article,4614,N,3,"The most important principle involved in the new Laud Bill clause, which confers an enlargement and fixity of tenure upon the squatters, was definitively settled, as far as the Assembly is",https://nla.gov.au/nla.news-article154845984,http://trove.nla.gov.au/newspaper/page/18205572
154847658,Advertising,809,"The Age (Melbourne, Vic. : 1854 - 1954)",2,1861-12-13,Advertising,6869,N,1,,https://nla.gov.au/nla.news-article154847658,http://trove.nla.gov.au/newspaper/page/18204914
154848806,No title,809,"The Age (Melbourne, Vic. : 1854 - 1954)",4,1861-12-19,Article,4621,N,2,"HAD Mr DUFFY, when enunciating the land policy of the Ministry, been less prone to boasting, he might have spared himelf and his friends infinite trouble. He seemed",https://nla.gov.au/nla.news-article154848806,http://trove.nla.gov.au/newspaper/page/18204956
154849244,SHIPPING INTELLIGENCE. ARRIVED.,809,"The Age (Melbourne, Vic. : 1854 - 1954)",4,1855-01-10,Article,2710,N,2,"January 9th.—Oberon, steamer, Burgess, Master, from Port Albert. ENTERED OUTWARDS. January 9.—Vixen, ship, 105 tons, for New Plymouth, N.Z.",https://nla.gov.au/nla.news-article154849244,http://trove.nla.gov.au/newspaper/page/18209698
154849557,SHIPPING INTELLIGENCE. ARRIVED.,809,"The Age (Melbourne, Vic. : 1854 - 1954)",4,1855-01-25,Article,3664,N,3,"January 23—Mary and Rose, schooner, 91 tons, Wm. Simpson, from Dundee, 28th June, and Portland Bay, 21st Instant. One passenger. W. M. Bell and Co, agents. January 23—City of Hobart, S.S.S., 750 tons, G. V. Bentley,",https://nla.gov.au/nla.news-article154849557,http://trove.nla.gov.au/newspaper/page/18209802
154850773,ENGLISH NEWS TO DECEMBER 9.,809,"The Age (Melbourne, Vic. : 1854 - 1954)",6,1855-02-15,Article,6469,N,2,"A supplement to the Gazette contains a proclamation by the Queen, summoning Parliament for the 12th of December, ""for the despatch of divers urgent and important affairs.""",https://nla.gov.au/nla.news-article154850773,http://trove.nla.gov.au/newspaper/page/18209949
154851605,SHIPPING INTELLIGENCE. ENTERED OUTWARDS.,809,"The Age (Melbourne, Vic. : 1854 - 1954)",4,1854-11-21,Article,3956,N,8,"November 20—Flash, for Nelson and Wellington, New Zealand. Dredge and Thomas, agents. November 20—Isle of France, for Manilla. Westgarth, Ross and Co., agents. November 20—Mindoro, for Callao. Willis, Merry, and C.",https://nla.gov.au/nla.news-article154851605,http://trove.nla.gov.au/newspaper/page/18209359
154853699,SHIPPING INTELLIGENCE. ARRIVED.,809,"The Age (Melbourne, Vic. : 1854 - 1954)",4,1854-11-06,Article,3296,N,5,"November 3—Appoline, barque, 452 tons, H. I. G. Tomlins, from Plymouth, 16th July, with one hundred and seventy-seven Government emigrants. Dr. Lewis, surgeon, superintendent. Brown and Noyes agents.",https://nla.gov.au/nla.news-article154853699,http://trove.nla.gov.au/newspaper/page/18209257
154854193,Advertising,809,"The Age (Melbourne, Vic. : 1854 - 1954)",1,1855-02-21,Advertising,7162,N,0,,https://nla.gov.au/nla.news-article154854193,http://trove.nla.gov.au/newspaper/page/18209984
154855511,Advertising,809,"The Age (Melbourne, Vic. : 1854 - 1954)",1,1858-06-21,Advertising,7024,N,0,,https://nla.gov.au/nla.news-article154855511,http://trove.nla.gov.au/newspaper/page/18217228
154857070,Advertising,809,"The Age (Melbourne, Vic. : 1854 - 1954)",7,1858-02-08,Advertising,7547,N,0,,https://nla.gov.au/nla.news-article154857070,http://trove.nla.gov.au/newspaper/page/18216399
154858514,Advertising,809,"The Age (Melbourne, Vic. : 1854 - 1954)",7,1858-04-27,Advertising,6680,N,0,,https://nla.gov.au/nla.news-article154858514,http://trove.nla.gov.au/newspaper/page/18216908
154860813,Advertising,809,"The Age (Melbourne, Vic. : 1854 - 1954)",1,1856-02-02,Advertising,11217,N,4,,https://nla.gov.au/nla.news-article154860813,http://trove.nla.gov.au/newspaper/page/18212084
154861603,Advertising,809,"The Age (Melbourne, Vic. : 1854 - 1954)",4,1856-06-26,Advertising,8842,N,0,,https://nla.gov.au/nla.news-article154861603,http://trove.nla.gov.au/newspaper/page/18212579
154865751,Advertising,809,"The Age (Melbourne, Vic. : 1854 - 1954)",1,1856-01-25,Advertising,10984,N,1,,https://nla.gov.au/nla.news-article154865751,http://trove.nla.gov.au/newspaper/page/18212056
154867404,Advertising,809,"The Age (Melbourne, Vic. : 1854 - 1954)",1,1856-01-26,Advertising,10810,N,10,,https://nla.gov.au/nla.news-article154867404,http://trove.nla.gov.au/newspaper/page/18212060
154867590,Advertising,809,"The Age (Melbourne, Vic. : 1854 - 1954)",1,1856-04-21,Advertising,10313,N,1,,https://nla.gov.au/nla.news-article154867590,http://trove.nla.gov.au/newspaper/page/18212348
154868368,Advertising,809,"The Age (Melbourne, Vic. : 1854 - 1954)",4,1856-04-28,Advertising,9368,N,0,,https://nla.gov.au/nla.news-article154868368,http://trove.nla.gov.au/newspaper/page/18212375
154870544,"AMMERICA. Washington, Aug. 19.",809,"The Age (Melbourne, Vic. : 1854 - 1954)",6,1856-12-04,Article,2375,N,0,"The ordinary session of this the 3[?]th Congress of the Republic terminated at noon. Having been assembled for eight months, both Houses were very willing to disperse. Some members had actually left, and",https://nla.gov.au/nla.news-article154870544,http://trove.nla.gov.au/newspaper/page/18213440
154872125,SHIPPING INTELLIGENCE. ARRIVED (HOBSON'S Bay.),809,"The Age (Melbourne, Vic. : 1854 - 1954)",2,1856-09-27,Article,2851,N,0,"September 2[?]—A [?] schooner, [?] T. Cooper, from River Mersev 10th inst No passengers. September 25—Vixen, schooner, 126 tons, M. M'Donald, from Launceston 23d inst. No passengers. J. C. Brown,",https://nla.gov.au/nla.news-article154872125,http://trove.nla.gov.au/newspaper/page/18212972
154877463,SHIPPING. ARRIVED (HOBSON'S BAY.),809,"The Age (Melbourne, Vic. : 1854 - 1954)",4,1858-10-08,Article,2694,N,5,"October 7—London, A.S.N. Co.'s s.s., 560 tons, W[?] Cottier, from Sydney 4th inst. Passengers—cabin: Mr and Mrs [?] two children, and servant, Mr and Mrs A[?] and family, Mrs Moore, Miss Abbey, Mrs and Miss",https://nla.gov.au/nla.news-article154877463,http://trove.nla.gov.au/newspaper/page/18217975
154878900,ARRIVAL OF GERMAN MASONS.,809,"The Age (Melbourne, Vic. : 1854 - 1954)",6,1859-11-29,Article,1069,N,0,"On Saturday evening lost, about four p.m., the ship Olympia anchored in Hobson's Bay with about 250 Ger man masons and their families on board, n second instalment of tho number imported by the contractors",https://nla.gov.au/nla.news-article154878900,http://trove.nla.gov.au/newspaper/page/18199848
154879631,SHIPPING. ARRIVED (HOBSON'S BAY.),809,"The Age (Melbourne, Vic. : 1854 - 1954)",4,1859-11-15,Article,2098,N,0,"November 14—Lucy, brig, 173 tons, Charies Calloway, from Mauritius 27th September No passengers. R. and P. Turnhull, scents. ARRIVED (PORT PHILLIP HEADS.)",https://nla.gov.au/nla.news-article154879631,http://trove.nla.gov.au/newspaper/page/18199748
154880015,Advertising,809,"The Age (Melbourne, Vic. : 1854 - 1954)",7,1860-03-06,Advertising,6609,N,0,,https://nla.gov.au/nla.news-article154880015,http://trove.nla.gov.au/newspaper/page/18200485
154881117,Advertising,809,"The Age (Melbourne, Vic. : 1854 - 1954)",7,1860-03-05,Advertising,6236,N,0,,https://nla.gov.au/nla.news-article154881117,http://trove.nla.gov.au/newspaper/page/18200479
154882658,SHIPPING. ARRIVED (HOBSON'S BAY.),809,"The Age (Melbourne, Vic. : 1854 - 1954)",4,1859-11-07,Article,4926,N,4,"November 5—Black Swan, s.s.s., 137 tons A. T. Woods, from Launceston 4th inst. Passengers cabinet Mr and Mrs Dean and servant, Mrs Winch and family, Mr Jackson, and fourteen in the steerage. Wm. Bayles and Co., agents.",https://nla.gov.au/nla.news-article154882658,http://trove.nla.gov.au/newspaper/page/18199690
154884235,SHIPPING. HOBSON'S BAY. ARRIVED.— SEPTEMBER 29.,809,"The Age (Melbourne, Vic. : 1854 - 1954)",4,1860-10-01,Article,2008,N,0,"Wanata, ship, 1347 tons, J. Henry, from Liverpool 14th June. Passenger—cabin: Rev. Mr. Cholmondeley; and three hundred and sixty-five Government immigrants. A.W. Newbold, Esq.,",https://nla.gov.au/nla.news-article154884235,http://trove.nla.gov.au/newspaper/page/18201900
154884512,Advertising,809,"The Age (Melbourne, Vic. : 1854 - 1954)",2,1860-10-05,Advertising,5926,N,0,,https://nla.gov.au/nla.news-article154884512,http://trove.nla.gov.au/newspaper/page/18201932
154884523,No title,809,"The Age (Melbourne, Vic. : 1854 - 1954)",4,1860-10-05,Article,1449,N,0,THERE will be an attempt next session to rush the Treasury for an assisted-immigragration grant. There are signs and tokens that the reactionists have in contemplation,https://nla.gov.au/nla.news-article154884523,http://trove.nla.gov.au/newspaper/page/18201934
154884777,SHIPPING. [?],809,"The Age (Melbourne, Vic. : 1854 - 1954)",4,1860-10-25,Article,4660,N,3,"[?] Black Ball ship. 1080 tons. George Bor[?]ase, form Liverpool 2nd August, with three hundred and twenty-one Government Immigrants; G. Motley, Esq. surgeon superintendent. ",https://nla.gov.au/nla.news-article154884777,http://trove.nla.gov.au/newspaper/page/18202064
154885276,"COMMERCIAL. AGE Office, Saturday Evening.",809,"The Age (Melbourne, Vic. : 1854 - 1954)",4,1860-10-29,"Detailed lists, results, guides",2422,N,0,,https://nla.gov.au/nla.news-article154885276,http://trove.nla.gov.au/newspaper/page/18202090
154886372,COMMERCIAL.,809,"The Age (Melbourne, Vic. : 1854 - 1954)",5,1860-11-24,Article,4309,N,0,"Since the publication of our last summary for Europe, there has been a considerable improvement in the tone of our markets and in business generally. The news by the lost mail has restored",https://nla.gov.au/nla.news-article154886372,http://trove.nla.gov.au/newspaper/page/18202277
154886614,SHIPPING. HOBSON'S BAY.,809,"The Age (Melbourne, Vic. : 1854 - 1954)",4,1861-03-25,Article,2787,N,4,"March 23-Wind W., fresh ; weather, cloudy. ARRIVED.—MARCH 22. City of Hobart, s.s.s., 700 tons N. Darby, from Hobart Town, 20th inst. Passengers—cabin : Mrs Degraves,",https://nla.gov.au/nla.news-article154886614,http://trove.nla.gov.au/newspaper/page/18203100
154888874,SHIPPING. HOBSON'S BAY.,809,"The Age (Melbourne, Vic. : 1854 - 1954)",4,1861-03-30,Article,2038,N,0,"March 89 —Wind, S.,light; very fine. ARRIVED-MARCH 29. [?] ship 810 tours, T.Guthrey, from Calcutta, 25th January I [?]—cabil: Captain Stavers and Mrs",https://nla.gov.au/nla.news-article154888874,http://trove.nla.gov.au/newspaper/page/18203132
154889889,Advertising,809,"The Age (Melbourne, Vic. : 1854 - 1954)",2,1861-05-03,Advertising,6815,N,0,,https://nla.gov.au/nla.news-article154889889,http://trove.nla.gov.au/newspaper/page/18203362
154892757,Advertising,809,"The Age (Melbourne, Vic. : 1854 - 1954)",1,1855-07-18,Advertising,6832,N,0,,https://nla.gov.au/nla.news-article154892757,http://trove.nla.gov.au/newspaper/page/18210856
154893646,Advertising,809,"The Age (Melbourne, Vic. : 1854 - 1954)",1,1855-07-16,Advertising,7049,N,0,,https://nla.gov.au/nla.news-article154893646,http://trove.nla.gov.au/newspaper/page/18210840
154896830,Advertising,809,"The Age (Melbourne, Vic. : 1854 - 1954)",1,1855-07-14,Advertising,6555,N,0,,https://nla.gov.au/nla.news-article154896830,http://trove.nla.gov.au/newspaper/page/18210832
154897172,SHIPPING INTELLIGENCE. ARRIVED (HOBSON'S BAY.),809,"The Age (Melbourne, Vic. : 1854 - 1954)",4,1855-06-05,Article,4619,N,1,"June 3—[?]ashemy, shop 523 tons J Ross master from Hong Kong, 25th March pasengers: Mr and Mrs Baxter and family, and 370 Mariner, schooner, G Graham, master, from 110 tons,",https://nla.gov.au/nla.news-article154897172,http://trove.nla.gov.au/newspaper/page/18210612
154899376,"MELBOURNE MARKET REPORTS. FLOUR, GRAIN, &c. (Review for Month ending 25th July. 1861.)",809,"The Age (Melbourne, Vic. : 1854 - 1954)",4,1861-07-25,"Detailed lists, results, guides",2883,N,0,,https://nla.gov.au/nla.news-article154899376,http://trove.nla.gov.au/newspaper/page/18203936
154899977,"COMMERCIAL. AGE Office, Saturday Evening.",809,"The Age (Melbourne, Vic. : 1854 - 1954)",4,1861-07-15,"Detailed lists, results, guides",4807,N,0,,https://nla.gov.au/nla.news-article154899977,http://trove.nla.gov.au/newspaper/page/18203864
154900929,"COMMERCIAL. AGE Office, Saturday Evening.",809,"The Age (Melbourne, Vic. : 1854 - 1954)",4,1861-06-24,"Detailed lists, results, guides",1907,N,0,,https://nla.gov.au/nla.news-article154900929,http://trove.nla.gov.au/newspaper/page/18203718
154901299,"BY ELECTRIC TELEGRAPH. SYDNEY, 3rd September.",809,"The Age (Melbourne, Vic. : 1854 - 1954)",5,1861-09-04,Article,1375,N,0,"Parliament open to-day. The Council are pledged to pass the Land Bills, Upper House Bill, Chinese and Immigration Bill. The Breadalbane has arrived from Auckland",https://nla.gov.au/nla.news-article154901299,http://trove.nla.gov.au/newspaper/page/18204221
154902734,"COMMERCIAL. Age Office, Saturday Evening.",809,"The Age (Melbourne, Vic. : 1854 - 1954)",4,1861-11-04,Article,4684,N,0,There were no export entries passed for gold at the Customs to-day. Business has been if anything slightly better during the past week. The stocks both of town,https://nla.gov.au/nla.news-article154902734,http://trove.nla.gov.au/newspaper/page/18204636
154909320,Advertising,809,"The Age (Melbourne, Vic. : 1854 - 1954)",12,1915-11-30,Advertising,13187,N,0,,https://nla.gov.au/nla.news-article154909320,http://trove.nla.gov.au/newspaper/page/18594441
154912691,STATE PARLIAMENT. LEGISLATIVE ASSEMBLY. THE GROWTH OF DEPARTMENTS. PERSISTENT DEMAND [?] SAVING.,809,"The Age (Melbourne, Vic. : 1854 - 1954)",11,1915-10-28,Article,2793,N,0,The Legislative Assembly met yesterday at 3.30 p.m. the discussion of the budget was continued in committee of supply.,https://nla.gov.au/nla.news-article154912691,http://trove.nla.gov.au/newspaper/page/18594020
154933716,TREITSCHKE.,809,"The Age (Melbourne, Vic. : 1854 - 1954)",17,1915-02-20,Article,1770,N,2,"We give in an abridged from the following article which appeared in the ""New Statesman"" on 9th January:—""There is a story of Canon Hannay's",https://nla.gov.au/nla.news-article154933716,http://trove.nla.gov.au/newspaper/page/18609294
15495488,Advertising,35,The Sydney Morning Herald (NSW : 1842 - 1954),24,1913-11-22,Advertising,35061,N,2,,https://nla.gov.au/nla.news-article15495488,http://trove.nla.gov.au/newspaper/page/1281746
154956704,Advertising,809,"The Age (Melbourne, Vic. : 1854 - 1954)",15,1915-04-21,Advertising,9364,N,1,,https://nla.gov.au/nla.news-article154956704,http://trove.nla.gov.au/newspaper/page/18610084
154960761,Advertising,809,"The Age (Melbourne, Vic. : 1854 - 1954)",1,1863-09-28,Advertising,5636,N,0,,https://nla.gov.au/nla.news-article154960761,http://trove.nla.gov.au/newspaper/page/18199619
154960771,"COMMERCIAL. AGE OFFICE, Saturday Evening.",809,"The Age (Melbourne, Vic. : 1854 - 1954)",4,1863-09-28,"Detailed lists, results, guides",1489,N,0,,https://nla.gov.au/nla.news-article154960771,http://trove.nla.gov.au/newspaper/page/18199622
154961257,"COMMERCIAL. AGE OFFICE, Saturday Evening.",809,"The Age (Melbourne, Vic. : 1854 - 1954)",4,1863-05-04,"Detailed lists, results, guides",6030,N,0,,https://nla.gov.au/nla.news-article154961257,http://trove.nla.gov.au/newspaper/page/18198618
154961445,"COMMERCIAL. AGE OFFICE, Saturday Evening.",809,"The Age (Melbourne, Vic. : 1854 - 1954)",4,1863-09-21,"Detailed lists, results, guides",3418,N,0,,https://nla.gov.au/nla.news-article154961445,http://trove.nla.gov.au/newspaper/page/18199574
154961452,Advertising,809,"The Age (Melbourne, Vic. : 1854 - 1954)",1,1863-09-21,Advertising,5923,N,0,,https://nla.gov.au/nla.news-article154961452,http://trove.nla.gov.au/newspaper/page/18199571
154961563,Advertising,809,"The Age (Melbourne, Vic. : 1854 - 1954)",1,1863-09-25,Advertising,5612,N,0,,https://nla.gov.au/nla.news-article154961563,http://trove.nla.gov.au/newspaper/page/18199603
154961658,"COMMERCIAL. AGE OFFICE, Saturday Evening.",809,"The Age (Melbourne, Vic. : 1854 - 1954)",4,1863-08-10,Article,3865,N,4,"Export entries were passed at the Customs to-day on 861 oz gold, all for shipment per Istanboul, for Hong Kong. Business during the past week has been",https://nla.gov.au/nla.news-article154961658,http://trove.nla.gov.au/newspaper/page/18199285
154962187,THE NEWS OF THE DAY.,809,"The Age (Melbourne, Vic. : 1854 - 1954)",4,1863-07-18,Article,4919,N,0,"A meeting of the inhabitants of Fitzroy and East Collingwood was hold last evening, in the National Hull, King William street, Fitzroy, to take into consideration tho present exorbitant price of gas, and",https://nla.gov.au/nla.news-article154962187,http://trove.nla.gov.au/newspaper/page/18199132
154962302,COMMERCIAL. AGE OFFICE Saturday Evening.,809,"The Age (Melbourne, Vic. : 1854 - 1954)",4,1863-07-13,"Detailed lists, results, guides",5217,N,0,,https://nla.gov.au/nla.news-article154962302,http://trove.nla.gov.au/newspaper/page/18199092
154962766,VISIT OF HIS EXCELLENCY THE GOVERNOR TO BALLAARAT. THE RECEPTION.,809,"The Age (Melbourne, Vic. : 1854 - 1954)",5,1863-09-03,Article,5088,N,1,"The welome accorded to his Excellency the Governor by the people of Ballaarat, on Tuesday, was such as the Sovereign herself might feel proud of. All classes and conditions of society turned",https://nla.gov.au/nla.news-article154962766,http://trove.nla.gov.au/newspaper/page/18199455
154963637,Advertising,809,"The Age (Melbourne, Vic. : 1854 - 1954)",1,1863-09-26,Advertising,5808,N,0,,https://nla.gov.au/nla.news-article154963637,http://trove.nla.gov.au/newspaper/page/18199611
154963704,Advertising,809,"The Age (Melbourne, Vic. : 1854 - 1954)",1,1863-09-24,Advertising,5873,N,1,,https://nla.gov.au/nla.news-article154963704,http://trove.nla.gov.au/newspaper/page/18199595
